old_url,old_type,current_target,current_target_type,target_index_status,gap_type,recommended_action,notes
https://www.blancareal.com/?post_type=property&p=310452,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=310529,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=310834,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=310952,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=311152,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=311254,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=311475,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=313546,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/?post_type=property&p=313929,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy WordPress property ID URL merged into main catalogue.
https://www.blancareal.com/advantages-sustainable-house/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/blanca-real-continues-to-support-malaga-expo-2027/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/blancareal-and-resimo-innovative-real-estate-experience-on-the-costa-del-sol/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/blancareal-new-sales-office-at-puerto-de-la-torre-costa-del-sol/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/category/arquitecture-and-design/,category,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy post category archive merged into posts index.
https://www.blancareal.com/category/new-develpments/,category,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy post category archive merged into posts index.
https://www.blancareal.com/category/partners/,category,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy post category archive merged into posts index.
https://www.blancareal.com/category/real-estate-6/,category,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy post category archive merged into posts index.
https://www.blancareal.com/category/real-estate-news/,category,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy post category archive merged into posts index.
https://www.blancareal.com/category/uncategorized/,category,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,Legacy post category archive merged into posts index.
https://www.blancareal.com/es/certificados-de-eficiencia-energetica-de-clase-a/,post,https://blancareal.com/es/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/es/consejos-para-nueva-inversion-dar-de-alta-la-luz/,post,https://blancareal.com/es/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/es/el-precio-de-la-eficiencia-energetica-una-comparativa-desde-ahorro-en-luz-hasta-sostenibilidad/,post,https://blancareal.com/es/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/es/que-conlleva-obtener-hoy-el-certificado-a-en-viviendas/,post,https://blancareal.com/es/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/income-tax-return-2021-who-how-and-when-to-submit-it/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/new-partner-for-new-develpments-in-costa-del-sol/,post,https://blancareal.com/en/posts/,post_index,indexable,content_missing_exact_equivalent,Recreate or migrate the old article if this URL had organic traffic or backlinks.,Legacy post has no direct equivalent in the current editorial set; redirected to posts index.
https://www.blancareal.com/property/2-and-3-bedrooms-apartments-stunning-views-benalmadena/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/2-bedroom-flat-in-estepona/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/2-bedrooms-apartment-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/pisos, but the current target is still noindex."
https://www.blancareal.com/property/3-bedroom-flat-in-estepona/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/3-bedroom-semi-detached-panoramic-views-and-roof-terrace-malaga-centre/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/3-bedrooms-apartment-marbella-east/,property,https://blancareal.com/en/properties/marbella/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/pisos, but the current target is still noindex."
https://www.blancareal.com/property/3b-apartment-with-sea-views-estepona/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/an-intimate-collection-of-contemporary-sea-view-villas/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/apartment-in-mijas-to-rent/,property,https://blancareal.com/en/properties/mijas/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/pisos, but the current target is still noindex."
https://www.blancareal.com/property/apartment-to-rent-in-cala-de-mijas/,property,https://blancareal.com/en/properties/mijas/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/pisos, but the current target is still noindex."
https://www.blancareal.com/property/apartment-to-rent-mijas-costa/,property,https://blancareal.com/en/properties/mijas/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/pisos, but the current target is still noindex."
https://www.blancareal.com/property/apartments-for-sale-eastern-costa-del-sol-with-sea-view/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/apartments-for-sale-mijas-costa/,property,https://blancareal.com/en/properties/mijas/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/pisos, but the current target is still noindex."
https://www.blancareal.com/property/beachfront-villa-in-costa-del-sol-for-rent/,property,https://blancareal.com/en/properties/,core,indexable,content_missing_exact_equivalent,Create a dedicated equivalent page or project/landing if this URL had organic traffic or backlinks.,No trustworthy property-level match found; redirecting to the catalogue.
https://www.blancareal.com/property/commercial-property-la-cala-de-mijas-centre/,property,https://blancareal.com/en/properties/mijas/la-cala/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/la-cala, but the current target is still noindex."
https://www.blancareal.com/property/cosy-flat-near-the-centre-of-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/pisos, but the current target is still noindex."
https://www.blancareal.com/property/flats-in-benahavis-marbella/,property,https://blancareal.com/en/properties/marbella/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/pisos, but the current target is still noindex."
https://www.blancareal.com/property/flats-in-fuengirola/,property,https://blancareal.com/en/properties/fuengirola/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to fuengirola/pisos, but the current target is still noindex."
https://www.blancareal.com/property/holiday-rental-apartment-near-the-beach-mijas-costa/,property,https://blancareal.com/en/properties/mijas/pisos/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/pisos, but the current target is still noindex."
https://www.blancareal.com/property/house-for-sale-in-nagueles-marbella/,property,https://blancareal.com/en/properties/marbella/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to marbella/casas, but the current target is still noindex."
https://www.blancareal.com/property/house-for-sale-mijas/,property,https://blancareal.com/en/properties/mijas/casas/,property_landing,noindex,target_currently_noindex,Review whether the target page should be made indexable before launch to preserve SEO intent.,"Legacy property behaves like a search landing and maps to mijas/casas, but the current target is still noindex."
